Airport,Airport_ID,City,Continent,Country,IATA/FAA,Latitude,Longitude
Skagway,3233,Skagway,North America,United States,SGY,59.460556,-135.315556
Staunton,3234,Staunton,North America,United States,SHD,38.263889,-78.896667
Shungnak,3235,Shungnak,North America,United States,SHG,66.889722,-157.157778
Shishmaref,3236,Shishmaref,North America,United States,SHH,66.256944,-166.058333
Sheridan,3237,Sheridan,North America,United States,SHR,44.771599,-106.977654
Shreveport Regional,3238,Shreveport,North America,United States,SHV,32.446667,-93.825556
Shageluk,3239,Shageluk,North America,United States,SHX,62.695833,-159.566667
Sitka,3240,Sitka,North America,United States,SIT,57.048551,-135.364051
San Jose International,3241,San Jose,North America,United States,SJC,37.363947,-121.928938
San Angelo Mathis Fld,3242,San Angelo,North America,United States,SJT,31.359722,-100.494444
Shaktoolik,3243,Shaktoolik,North America,United States,SKK,64.324167,-161.138889
Salt Lake City,3244,Salt Lake City,North America,United States,SLC,40.797437,-111.979523
Saranac Lake,3245,Saranac Lake,North America,United States,SLK,44.382778,-74.206667
Salina,3246,Salina,North America,United States,SLN,38.790833,-97.6525
Sleetmute,3247,Sleetmute,North America,United States,SLQ,61.705,-157.166667
St Michael,3248,St Michael,North America,United States,SMK,63.484167,-162.027778
Santa Maria,3249,Santa Maria,North America,United States,SMX,34.905,-120.457778
Santa Ana John Wayne,3250,Santa Ana,North America,United States,SNA,33.675556,-117.866944
Saint Paul Island,3251,Saint Paul Island,North America,United States,SNP,57.152222,-170.217222
Seldovia,3252,Seldovia,North America,United States,SOV,59.45,-151.716667
Show Low,3253,Show Low,North America,United States,SOW,34.266296,-110.003014
Springfield,3254,Springfield,North America,United States,SPI,39.844167,-89.678889
Wichita Falls Sheppard AFB,3255,Wichita Falls,North America,United States,SPS,33.988333,-98.491944
Sarasota,3256,Sarasota,North America,United States,SRQ,27.393889,-82.554167
Stony River,3257,Stony River,North America,United States,SRV,61.791111,-156.586111
Brunswick Glynco Jetport,3258,Brunswick,North America,United States,BQK,31.253607,-81.467056
Sault Ste Marie Chippewa County,3259,Sault Ste Marie,North America,United States,CIU,46.250149,-84.470787
St Cloud,3260,St Cloud,North America,United States,STC,45.546515,-94.060822
St George Island,3261,St George Island,North America,United States,STG,56.577688,-169.665685
St Louis,3262,St Louis,North America,United States,STL,38.7472,-90.3644
Santa Rosa,3263,Santa Rosa,North America,United States,STS,38.508889,-122.811667
Hailey,3264,Hailey,North America,United States,SUN,43.5044,-114.2962
Sioux City,3265,Sioux City,North America,United States,SUX,42.401944,-96.384167
Savoonga,3266,Savoonga,North America,United States,SVA,63.693333,-170.459444
Silver City,3267,Silver City,North America,United States,SVC,32.632147,-108.154221
Stevens Village,3268,Stevens Village,North America,United States,SVS,66.009444,-149.094167
Newburgh,3269,Newburgh,North America,United States,SWF,41.505833,-74.097222
Stillwater,3270,Stillwater,North America,United States,SWO,36.158889,-97.085556
Sheldon Point,3271,Sheldon Point,North America,United States,SXP,62.533333,-164.833333
Seal Bay,3272,Seal Bay,North America,United States,SYB,58.166667,-152.5
Syracuse,3273,Syracuse,North America,United States,SYR,43.110556,-76.1025
Tanana,3274,Tanana,North America,United States,TAL,65.175,-152.108056
Fort Leonard Wood,3275,Fort Leonard Wood,North America,United States,TBN,37.741389,-92.140556
Tuscaloosa,3276,Tuscaloosa,North America,United States,TCL,33.221111,-87.610833
Takotna,3277,Takotna,North America,United States,TCT,62.992778,-156.065556
Telluride,3278,Telluride,North America,United States,TEX,37.953132,-107.909088
Tenakee Springs,3279,Tenakee Springs,North America,United States,TKE,57.783333,-135.216667
Tok,3280,Tok,North America,United States,TKJ,63.3,-143
Teller,3281,Teller,North America,United States,TLA,65.240607,-166.331034
Tallahassee,3282,Tallahassee,North America,United States,TLH,30.399722,-84.351944
Tatalina,3283,Tatalina,North America,United States,TLJ,62.885278,-155.968056
Tuluksak,3284,Tuluksak,North America,United States,TLT,61.098889,-160.964722
Tin City,3285,Tin City,North America,United States,TNC,65.563889,-167.918889
Tununak,3286,Tununak,North America,United States,TNK,60.570833,-165.266667
Togiak Village,3287,Togiak Village,North America,United States,TOG,59.056667,-160.382222
Toledo Express,3288,Toledo,North America,United States,TOL,41.590833,-83.800833
Topeka Forbes AFB,3289,Topeka,North America,United States,FOE,38.9525,-95.6625
Tampa International,3290,Tampa,North America,United States,TPA,27.973056,-82.535278
Tri-Cities,3291,Kingsport,North America,United States,TRI,36.478448,-82.405701
Tehachapi,3292,Tehachapi,North America,United States,TSP,35.1375,-118.441667
Tulsa International,3293,Tulsa,North America,United States,TUL,36.197778,-95.889722
Tupelo,3294,Tupelo,North America,United States,TUP,34.258889,-88.767222
Tucson Davis Monthan AFB,3295,Tucson,North America,United States,DMA,32.166389,-110.883056
Tucson International,3296,Tucson,North America,United States,TUS,32.107297,-110.928955
Traverse City,3297,Traverse City,North America,United States,TVC,44.74,-85.585833
Thief River Falls,3298,Thief River Falls,North America,United States,TVF,48.066111,-96.185
Twin Hills,3299,Twin Hills,North America,United States,TWA,59.07556,-160.27278
Twin Falls,3300,Twin Falls,North America,United States,TWF,42.481944,-114.486668
Texarkana,3301,Texarkana,North America,United States,TXK,33.456389,-93.989167
Tyler,3302,Tyler,North America,United States,TYR,32.354722,-95.398889
Knoxville,3303,Knoxville,North America,United States,TYS,35.812222,-83.9925
Columbus Golden Triangle Reg.,3304,Columbus,North America,United States,GTR,33.45,-88.6
Uganik,3305,Uganik,North America,United States,UGI,57.883333,-153.5
Quincy,3306,Quincy,North America,United States,UIN,39.944167,-91.197222
Unalakleet,3307,Unalakleet,North America,United States,UNK,63.884722,-160.793889
Concord Regional,3308,Concord,North America,United States,USA,35.387778,-80.709167
St Augustine,3309,St Augustine,North America,United States,UST,29.959248,-81.339169
Utopia Creek,3310,Utopia Creek,North America,United States,UTO,65.993333,-153.701667
Chevak,3311,Chevak,North America,United States,VAK,61.528611,-165.590278
Victoria,3312,Victoria,North America,United States,VCT,28.851111,-96.914444
Valdez,3313,Valdez,North America,United States,VDZ,61.1325,-146.238889
Venetie,3314,Venetie,North America,United States,VEE,67.023056,-146.411111
Vernal,3315,Vernal,North America,United States,VEL,40.438847,-109.511032
Visalia,3316,Visalia,North America,United States,VIS,36.319444,-119.393889
Valdosta Regional,3317,Valdosta,North America,United States,VLD,30.783889,-83.277222
Valparaiso Ft. Walton Beach,3318,Valparaiso,North America,United States,VPS,30.489444,-86.527222
Vero Beach,3319,Vero Beach,North America,United States,VRB,27.6525,-80.413611
Wales,3320,Wales,North America,United States,WAA,65.617222,-168.090833
Baltimore Washington International,3321,Washington,North America,United States,BWI,39.175556,-76.671389
Washington Ronald Reagan,3322,Washington,North America,United States,DCA,38.8517,-77.0369
Washington Dulles,3323,Washington,North America,United States,IAD,38.95,-77.45
Stebbins,3324,Stebbins,North America,United States,WBB,63.516667,-162.278889
Beaver,3325,Beaver,North America,United States,WBQ,66.362222,-147.408333
Hyder,3326,Hyder,North America,United States,WHD,55.916667,-130.083333
Aleknagik,3327,Aleknagik,North America,United States,WKK,59.277778,-158.611111
Selawik,3328,Selawik,North America,United States,WLK,66.602778,-159.983333
Meyers Chuck,3329,Meyers Chuck,North America,United States,WMK,55.733333,-132.183333
White Mountain,3330,White Mountain,North America,United States,WMO,64.686944,-163.406667
Napakiak,3331,Napakiak,North America,United States,WNA,60.690536,-161.978645
Wrangell,3332,Wrangell,North America,United States,WRG,56.484444,-132.366667
South Naknek,3333,South Naknek,North America,United States,WSN,58.7273,-156.940556
Westsound,3334,Westsound,North America,United States,WSX,48.617364,-122.95289
Noatak,3335,Noatak,North America,United States,WTK,67.563056,-162.984167
Tuntutuliak,3336,Tuntutuliak,North America,United States,WTL,60.35,-162.633333
Whale Pass,3337,Whale Pass,North America,United States,WWP,56.666667,-133.833333
Newtok,3338,Newtok,North America,United States,WWT,60.922778,-164.648611
West Yellowstone,3339,West Yellowstone,North America,United States,WYS,44.686667,-111.104722
Yakutat,3340,Yakutat,North America,United States,YAK,59.509167,-139.659722
Yakima Air Terminal,3341,Yakima,North America,United States,YKM,46.566944,-120.537778
Youngstown,3342,Youngstown,North America,United States,YNG,41.256111,-80.669722
Yuma International,3343,Yuma,North America,United States,YUM,32.655852,-114.606972
Santa Fe,3344,Santa Fe,North America,United States,SAF,35.616837,-106.090164
Fitiuta,3345,Fitiuta,Oceania,American Samoa,FTI,-14.215549,-169.424415
Ofu,3346,Ofu,Oceania,American Samoa,OFU,-14.166667,-169.7
Pago Pago,3347,Pago Pago,Oceania,American Samoa,PPG,-14.326389,-170.696389
Arrabury,3348,Arrabury,Oceania,Australia,AAB,-26.7,141.041667
Bamaga,3349,Bamaga,Oceania,Australia,ABM,-10.866667,142.4
Albury,3350,Albury,Oceania,Australia,ABX,-36.068333,146.976667
Adelaide,3351,Adelaide,Oceania,Australia,ADL,-34.948333,138.534722
Albany,3352,Albany,Oceania,Australia,ALH,-34.945,117.805833
Armidale,3353,Armidale,Oceania,Australia,ARM,-30.528333,151.623333
Alice Springs,3354,Alice Springs,Oceania,Australia,ASP,-23.803333,133.884167
Aurukun Mission,3355,Aurukun Mission,Oceania,Australia,AUU,-13.354882,141.719856
Connellan,3356,Ayers Rock,Oceania,Australia,AYQ,-25.333333,131.05
Barcaldine,3357,Barcaldine,Oceania,Australia,BCI,-23.559167,145.301944
Bundaberg,3358,Bundaberg,Oceania,Australia,BDB,-24.905833,152.320833
Badu Island,3359,Badu Island,Oceania,Australia,BDD,-10.15,142.183333
Bedourie,3360,Bedourie,Oceania,Australia,BEU,-24.3461,139.46001
Broken Hill,3361,Broken Hill,Oceania,Australia,BHQ,-32.001667,141.466667
Bathurst,3362,Bathurst,Oceania,Australia,BHS,-33.409167,149.653333
Blackall,3363,Blackall,Oceania,Australia,BKQ,-24.434167,145.428333
Broome,3364,Broome,Oceania,Australia,BME,-17.95,122.23
Brisbane,3365,Brisbane,Oceania,Australia,BNE,-27.385833,153.116389
Ballina,3366,Ballina,Oceania,Australia,BNK,-28.833333,153.55
Busselton,3367,Bussellton,Oceania,Australia,BQB,-33.716667,115.25
Boulia,3368,Boulia,Oceania,Australia,BQL,-22.9,139.9
Bathurst Island,3369,Bathurst Island,Oceania,Australia,BRT,-11.766667,130.633333
Burketown,3370,Burketown,Oceania,Australia,BUC,-17.75,139.533333
Birdsville,3371,Birdsville,Oceania,Australia,BVI,-25.898333,139.343333
Burnie,3372,Burnie,Oceania,Australia,BWT,-40.995833,145.728333
Barimunya,3373,Barimunya,Oceania,Australia,BYP,-22.673888,119.166111
Cobar,3374,Cobar,Oceania,Australia,CAZ,-31.535,145.793333
Cape Barren Island,3375,Cape Barren Island,Oceania,Australia,CBI,-40.333333,148.166667
Canberra,3376,Canberra,Oceania,Australia,CBR,-35.308889,149.195
Chinchilla,3377,Chinchilla,Oceania,Australia,CCL,-26.75,150.633333
Ceduna,3378,Ceduna,Oceania,Australia,CED,-32.131667,133.705835
Coffs Harbour,3379,Coffs Harbour,Oceania,Australia,CFS,-30.321667,153.120833
Croker Island,3380,Croker Island,Oceania,Australia,CKI,-11.16444,132.48194
Cunnamulla,3381,Cunnamulla,Oceania,Australia,CMA,-28.031389,145.616111
Cootamundra,3382,Cootamundra,Oceania,Australia,CMD,-34.628333,148.043333
Coonamble,3383,Coonamble,Oceania,Australia,CNB,-30.980833,148.378333
Coconut Island,3384,Coconut Island,Oceania,Australia,CNC,-10.05,143.066667
Cloncurry,3385,Cloncurry,Oceania,Australia,CNJ,-20.666667,140.5
Cairns,3386,Cairns,Oceania,Australia,CNS,-16.883333,145.751667
Coober Pedy,3387,Coober Pedy,Oceania,Australia,CPD,-29.044444,134.752779
Charleville,3388,Charleville,Oceania,Australia,CTL,-26.413333,146.26
Cooktown,3389,Cooktown,Oceania,Australia,CTN,-15.443333,145.183333
Coen,3390,Coen,Oceania,Australia,CUQ,-13.763889,143.113333
Carnarvon,3391,Carnarvon,Oceania,Australia,CVQ,-24.88,113.666667
Dubbo,3392,Dubbo,Oceania,Australia,DBO,-32.219167,148.5775
Mudgee,3393,Mudgee,Oceania,Australia,DGE,-32.566667,149.616667
Doomadgee,3394,Doomadgee,Oceania,Australia,DMD,-18,138.833333
Devonport,3395,Devonport,Oceania,Australia,DPO,-41.170833,146.425
Derby Curtin,3396,Derby,Oceania,Australia,DCN,-17.5672,123.8172
Darwin,3397,Darwin,Oceania,Australia,DRW,-12.416667,130.872222
Edward River,3398,Edward River,Oceania,Australia,EDR,-14.9,141.616667
Elcho Island,3399,Elcho Island,Oceania,Australia,ELC,-12.016667,135.566667
Emerald,3400,Emerald,Oceania,Australia,EMD,-23.57,148.178333
Esperance,3401,Esperance,Oceania,Australia,EPR,-33.685,121.824167
Fitzroy Crossing,3402,Fitzroy Crossing,Oceania,Australia,FIZ,-18.178333,125.554167
Flinders Island,3403,Flinders Island,Oceania,Australia,FLS,-40.095,147.996667
Goulburn Island,3404,Goulburn Island,Oceania,Australia,GBL,-11.55,133.433333
Geraldton,3405,Geraldton,Oceania,Australia,GET,-28.79722,114.70139
Griffith,3406,Griffith,Oceania,Australia,GFF,-34.250833,146.065833
Grafton,3407,Grafton,Oceania,Australia,GFN,-29.755833,153.033889
Boigu Island,3408,Boigu Island,Oceania,Australia,GIC,-9.233333,142.216667
Gladstone,3409,Gladstone,Oceania,Australia,GLT,-23.833333,151.254167
Gove,3410,Gove,Oceania,Australia,GOV,-12.281667,136.821667
Garden Point,3411,Garden Point,Oceania,Australia,GPN,-11.766667,130.016667
Groote Eylandt,3412,Groote Eylandt,Oceania,Australia,GTE,-13.972222,136.453333
Granites,3413,Granites,Oceania,Australia,GTS,-26.966667,133.616667
Argyle,3414,Argyle,Oceania,Australia,GYL,-16.640139,128.453693
Hobart,3415,Hobart,Oceania,Australia,HBA,-42.833333,147.483333
Halls Creek,3416,Halls Creek,Oceania,Australia,HCQ,-18.233333,127.666667
Hughenden,3417,Hughenden,Oceania,Australia,HGD,-20.818889,144.224444
Horn Island,3418,Horn Island,Oceania,Australia,HID,-10.583333,142.283333
Hayman Island,3419,Hayman Island,Oceania,Australia,HIS,-20.060285,148.880754
Hamilton Island,3420,Hamilton Island,Oceania,Australia,HTI,-20.3581,148.952
Hervey Bay,3421,Hervey Bay,Oceania,Australia,HVB,-25.31889,152.88028
Lockhart River,3422,Lockhart River,Oceania,Australia,IRG,-12.788889,143.3125
Mount Isa,3423,Mount Isa,Oceania,Australia,ISA,-20.655833,139.479167
Julia Creek,3424,Julia Creek,Oceania,Australia,JCK,-20.583333,141.7
Kings Creek Station,3425,Kings Creek Station,Oceania,Australia,KCS,-24.383333,131.683333
Kingscote,3426,Kingscote,Oceania,Australia,KGC,-35.655622,137.635346
Kalgoorlie,3427,Kalgoorlie,Oceania,Australia,KGI,-30.766667,121.466667
King Island,3428,King Island,Oceania,Australia,KNS,-39.883333,143.883333
Kununurra,3429,Kununurra,Oceania,Australia,KNX,-15.785,128.708333
Karumba,3430,Karumba,Oceania,Australia,KRB,-17.456667,140.831944
Karratha,3431,Karratha,Oceania,Australia,KTA,-20.71,116.766667
Katherine,3432,Katherine,Oceania,Australia,KTR,-14.4575,132.271389
Kubin Island,3433,Kubin Island,Oceania,Australia,KUG,-10.233333,142.3
Kowanyama,3434,Kowanyama,Oceania,Australia,KWM,-15.4875,141.748333
Lord Howe Island,3435,Lord Howe Island,Oceania,Australia,LDH,-31.5375,159.079722
Learmonth,3436,Learmonth,Oceania,Australia,LEA,-22.235,114.081667
Lake Evella,3437,Lake Evella,Oceania,Australia,LEL,-12.508333,135.8
Chillagoe,3438,Chillagoe,Oceania,Australia,LLG,-17.133333,144.533333
Leonora,3439,Leonora,Oceania,Australia,LNO,-28.883333,121.3
Longreach,3440,Longreach,Oceania,Australia,LRE,-23.437222,144.275556
Launceston,3441,Launceston,Oceania,Australia,LST,-41.545833,147.21
Lismore,3442,Lismore,Oceania,Australia,LSY,-28.833333,153.266667
Laverton,3443,Laverton,Oceania,Australia,LVO,-28.633333,122.366667
Lizard Island,3444,Lizard Island,Oceania,Australia,LZR,-14.666667,145.466667
Mcarthur River,3445,Mcarthur River,Oceania,Australia,MCV,-16.466667,136.095
Sunshine Coast,3446,Sunshine Coast,Oceania,Australia,MCY,-26.604167,153.09
Melbourne Avalon,3447,Melbourne,Oceania,Australia,AVV,-38.03944,144.46944
Melbourne Essendon,3448,Melbourne,Oceania,Australia,MEB,-37.72806,144.90194
Melbourne Tullamarine,3449,Melbourne,Oceania,Australia,MEL,-37.67333,144.84333
Mount Gambier,3450,Mount Gambier,Oceania,Australia,MGB,-37.754167,140.780556
Milingimbi,3451,Milingimbi,Oceania,Australia,MGT,-12.096667,134.890278
Merimbula,3452,Merimbula,Oceania,Australia,MIM,-36.908333,149.92
Monkey Mia,3453,Monkey Mia,Oceania,Australia,MJK,-25.896389,113.577222
Meekatharra,3454,Meekatharra,Oceania,Australia,MKR,-26.6,118.55
Mackay,3455,Mackay,Oceania,Australia,MKY,-21.172778,149.181389
Mount Magnet,3456,Mount Magnet,Oceania,Australia,MMG,-28.083333,117.85
Middlemount,3457,Middlemount,Oceania,Australia,MMM,-22.8025,148.704722
Maningrida,3458,Maningrida,Oceania,Australia,MNG,-12.066667,134.233333
Moranbah,3459,Moranbah,Oceania,Australia,MOV,-22.0578,148.077
Mildura,3460,Mildura,Oceania,Australia,MQL,-34.2275,142.085
Moree,3461,Moree,Oceania,Australia,MRZ,-29.498333,149.845556
Moruya,3462,Moruya,Oceania,Australia,MYA,-35.901667,150.146667
Murray Island,3463,Murray Island,Oceania,Australia,MYI,-9.908333,144.05
Narrabri,3464,Narrabri,Oceania,Australia,NAA,-30.3,149.833333
Nifty,3465,Nifty,Oceania,Australia,NIF,-21.675,121.586111
Darnley Island,3466,Darnley Island,Oceania,Australia,NLF,-9.583333,143.783333
Norfolk Island,3467,Norfolk Island,Oceania,Australia,NLK,-29.0425,167.939444
Narrandera,3468,Narrandera,Oceania,Australia,NRA,-34.701667,146.525
Newcastle Williamtown,3469,Newcastle,Oceania,Australia,NTL,-32.795833,151.833333
Normanton,3470,Normanton,Oceania,Australia,NTN,-17.688333,141.069722
Orange,3471,Orange,Oceania,Australia,OAG,-33.379167,149.123333
Boolgeeda,3472,Boolgeeda,Oceania,Australia,OCM,-22.539721,117.273333
Yorke Island,3473,Yorke Island,Oceania,Australia,OKR,-9.766667,143.466667
Olympic Dam,3474,Olympic Dam,Oceania,Australia,OLP,-30.485,136.877
Mornington,3475,Mornington,Oceania,Australia,ONG,-16.583333,139.3
Onslow,3476,Onslow,Oceania,Australia,ONS,-21.666667,115.1
Gold Coast,3477,Gold Coast,Oceania,Australia,OOL,-28.183333,153.483333
Cooma,3478,Cooma,Oceania,Australia,OOM,-36.308333,148.973333
Paraburdoo,3479,Paraburdoo,Oceania,Australia,PBO,-23.166667,117.75
Perth,3480,Perth,Oceania,Australia,PER,-31.931667,115.968333
Port Hedland,3481,Port Hedland,Oceania,Australia,PHE,-20.383333,118.633333
Parkes,3482,Parkes,Oceania,Australia,PKE,-33.130833,148.2425
Port Lincoln,3483,Port Lincoln,Oceania,Australia,PLO,-34.606111,135.880557
Palm Island,3484,Palm Island,Oceania,Australia,PMK,-18.333333,146.666667
Proserpine,3485,Proserpine,Oceania,Australia,PPP,-20.496111,148.557222
Port Macquarie,3486,Port Macquarie,Oceania,Australia,PQQ,-31.433333,152.866667
Portland,3487,Portland,Oceania,Australia,PTJ,-38.384167,141.625
Ramingining,3488,Ramingining,Oceania,Australia,RAM,-12,134.816667
Orbost,3489,Orbost,Oceania,Australia,RBS,-37.7,148.5
Richmond,3490,Richmond,Oceania,Australia,RCM,-20.703889,143.116667
Roma,3491,Roma,Oceania,Australia,RMA,-26.547222,148.773056
Rockhampton,3492,Rockhampton,Oceania,Australia,ROK,-23.377222,150.475
Rottnest Island,3493,Rottnest Island,Oceania,Australia,RTS,-32.006944,115.536667
Ravensthorpe,3494,Ravensthorpe,Oceania,Australia,RVT,-33.6,120.116666
Saibai Island,3495,Saibai Island,Oceania,Australia,SBR,-9.383333,142.633333
St George,3496,St George,Oceania,Australia,SGO,-28.053333,148.593889
Snake Bay,3497,Snake Bay,Oceania,Australia,SNB,-11.416667,130.666667
Sydney Kingsford Smith,3498,Sydney,Oceania,Australia,SYD,-33.944167,151.175833
Sue Island,3499,Sue Island,Oceania,Australia,SYU,-10.208333,142.816667
Tennant Creek,3500,Tennant Creek,Oceania,Australia,TCA,-19.638056,134.180833
Tamworth,3501,Tamworth,Oceania,Australia,TMW,-31.081944,150.845556
Taree,3502,Taree,Oceania,Australia,TRO,-31.816667,152.65
Townsville,3503,Townsville,Oceania,Australia,TSV,-19.25,146.766667
Brisbane West Wellcamp,3504,Toowoomba,Oceania,Australia,WTB,-27.558333,151.793333
Mabuiag Island,3505,Mabuiag Island,Oceania,Australia,UBB,-9.95,142.183333
Quilpie,3506,Quilpie,Oceania,Australia,ULP,-26.633333,144.3
Weipa,3507,Weipa,Oceania,Australia,WEI,-12.683611,141.883333
Wagga Wagga,3508,Wagga Wagga,Oceania,Australia,WGA,-35.166667,147.464444
Winton,3509,Winton,Oceania,Australia,WIN,-22.35,143.066667
Miles Aerodrome,3510,Miles,Oceania,Australia,WLE,-26.808055,150.1675
West Angleas,3511,West Angleas,Oceania,Australia,WLP,-23.136665,118.703833
Windorah,3512,Windorah,Oceania,Australia,WNR,-25.416667,142.666667
Wiluna,3513,Wiluna,Oceania,Australia,WUN,-26.633333,120.216667
Whyalla,3514,Whyalla,Oceania,Australia,WYA,-33.059608,137.518617
Yam Island,3515,Yam Island,Oceania,Australia,XMY,-10.483333,142.45
Thargomindah,3516,Thargomindah,Oceania,Australia,XTG,-27.966667,143.766667
Taroom,3517,Taroom,Oceania,Australia,XTO,-25.433333,149.8
Biloela,3518,Biloela,Oceania,Australia,ZBL,-24.401745,150.524197
Newman,3519,Newman,Oceania,Australia,ZNE,-23.416667,119.8
Aitutaki,3520,Aitutaki,Oceania,Cook Islands,AIT,-18.85,-159.75
Atiu Island,3521,Atiu Island,Oceania,Cook Islands,AIU,-20.033333,-158.1
Rarotonga,3522,Rarotonga,Oceania,Cook Islands,RAR,-21.200278,-159.8
Cicia,3523,Cicia,Oceania,Fiji,ICI,-17.75,-179.333333
Kandavu,3524,Kandavu,Oceania,Fiji,KDV,-19.05,178.166667
Koro Island,3525,Koro Island,Oceania,Fiji,KXF,-17.333333,179.833333
Labasa,3526,Labasa,Oceania,Fiji,LBS,-16.464722,179.340556
Lakeba,3527,Lakeba,Oceania,Fiji,LKB,-18.23333,-178.8
Nadi,3528,Nadi,Oceania,Fiji,NAN,-17.753056,177.447778
Rotuma Island,3529,Rotuma Island,Oceania,Fiji,RTA,-12.5,177.05
Suva,3530,Suva,Oceania,Fiji,SUV,-18.033333,178.55
Savusavu,3531,Savusavu,Oceania,Fiji,SVU,-16.802778,179.344444
Taveuni,3532,Taveuni,Oceania,Fiji,TVU,-16.69079,-179.87683
Vanuabalavu,3533,Vanuabalavu,Oceania,Fiji,VBV,-17.233333,-178.95
Kosrae,3534,Kosrae,Oceania,Micronesia,KSA,5.358392,162.958317
Pohnpei,3535,Pohnpei,Oceania,Micronesia,PNI,6.985,158.208889
Truk,3536,Truk,Oceania,Micronesia,TKK,7.459582,151.841011
Yap,3537,Yap,Oceania,Micronesia,YAP,9.500874,138.085785
Guam A.B. Won Pat,3538,Barrigada / Tamuning,Oceania,Guam,GUM,13.48,144.791111
Aranuka,3539,Aranuka,Oceania,Kiribati,AAK,0.166667,173.583333
Abaiang,3540,Abaiang,Oceania,Kiribati,ABF,1.670833,173.304167
Abemama Atoll,3541,Abemama Atoll,Oceania,Kiribati,AEA,0.483333,173.85
Arorae Island,3542,Arorae Island,Oceania,Kiribati,AIS,-2.65,176.833333
Butaritari,3543,Butaritari,Oceania,Kiribati,BBG,3.0853,172.80857
Beru,3544,Beru,Oceania,Kiribati,BEZ,-1.333333,176
Christmas Island,3545,Christmas Island,Oceania,Kiribati,CXI,1.986111,-157.349722
Kuria,3546,Kuria,Oceania,Kiribati,KUC,0.233333,173.383333
Maiana,3547,Maiana,Oceania,Kiribati,MNK,1,173
Makin Island,3548,Makin Island,Oceania,Kiribati,MTK,3.37501,172.99358
Marakei,3549,Marakei,Oceania,Kiribati,MZK,2.05874,173.2715
Nikunau,3550,Nikunau,Oceania,Kiribati,NIG,-1.333333,176.416667
Nonouti,3551,Nonouti,Oceania,Kiribati,NON,-0.680556,174.35
Onotoa,3552,Onotoa,Oceania,Kiribati,OOT,-1.916667,175.566667
Tabiteuea North,3553,Tabiteuea North,Oceania,Kiribati,TBF,-1.231944,174.78
Tamana Island,3554,Tamana Island,Oceania,Kiribati,TMN,-2.483333,175.983333
Tarawa,3555,Tarawa,Oceania,Kiribati,TRW,1.383113,173.146591
Tabiteuea South,3556,Tabiteuea South,Oceania,Kiribati,TSU,-1.416667,174.833333
Airok,3557,Airok,Oceania,Marshall Islands,AIC,7.5,170.833333
Ailuk Island,3558,Ailuk Island,Oceania,Marshall Islands,AIM,10.2,169.983333
Aur Island,3559,Aur Island,Oceania,Marshall Islands,AUL,8.133333,171.166667
Bikini Atoll,3560,Bikini Atoll,Oceania,Marshall Islands,BII,12,166
Kwajalein Atoll,3561,Kwajalein Atoll,Oceania,Marshall Islands,EAL,9.31865,166.84997
Ebon,3562,Ebon,Oceania,Marshall Islands,EBO,4.6,168.75
Mili Atoll,3563,Mili Atoll,Oceania,Marshall Islands,EJT,6.083333,171.95
Enewetak Island,3564,Enewetak Island,Oceania,Marshall Islands,ENT,11.5,162.25
Jeh,3565,Jeh,Oceania,Marshall Islands,JEJ,7.5,169
Kaben,3566,Kaben,Oceania,Marshall Islands,KBT,9.166667,170.916667
Kili Island,3567,Kili Island,Oceania,Marshall Islands,KIO,5.65,169.2
Kwajalein,3568,Kwajalein,Oceania,Marshall Islands,KWA,8.716667,167.733333
Likiep Island,3569,Likiep Island,Oceania,Marshall Islands,LIK,9.816667,169.316667
Lae Island,3570,Lae Island,Oceania,Marshall Islands,LML,8.916667,166.25
Majuro,3571,Majuro,Oceania,Marshall Islands,MAJ,7.063611,171.270278
Maloelap Island,3572,Maloelap Island,Oceania,Marshall Islands,MAV,8.75,171.1
Mili Island,3573,Mili Island,Oceania,Marshall Islands,MIJ,6.083333,171.75
Mejit Island,3574,Mejit Island,Oceania,Marshall Islands,MJB,10.283333,170.883333
Majkin,3575,Majkin,Oceania,Marshall Islands,MJE,9,170
Namdrik Island,3576,Namdrik Island,Oceania,Marshall Islands,NDK,5.633333,168.116667
Rongelap Island,3577,Rongelap Island,Oceania,Marshall Islands,RNP,11.15,166.883333
Jaluit Island,3578,Jaluit Island,Oceania,Marshall Islands,UIT,5.833333,169.616667
Ujae Island,3579,Ujae Island,Oceania,Marshall Islands,UJE,9.083333,165.666667
Utirik Island,3580,Utirik Island,Oceania,Marshall Islands,UTK,11.233333,169.866667
Woja,3581,Woja,Oceania,Marshall Islands,WJA,7.4522,168.55131
Wotje Island,3582,Wotje Island,Oceania,Marshall Islands,WTE,9.45,170.266667
Wotho Island,3583,Wotho Island,Oceania,Marshall Islands,WTO,10.166667,166.033333
Rota,3584,Rota,Oceania,Northern Mariana Islands,ROP,14.168333,145.249444
Saipan,3585,Saipan,Oceania,Northern Mariana Islands,SPN,15.122778,145.711667
Belep Island,3586,Belep Island,Oceania,New Caledonia,BMY,-19.75,163.666667
Ile Des Pins,3587,Ile Des Pins,Oceania,New Caledonia,ILP,-22.589722,167.4475
Kone,3588,Kone,Oceania,New Caledonia,KNQ,-21.0543,164.83701
Koumac,3589,Koumac,Oceania,New Caledonia,KOC,-20.5,164.416667
Lifou,3590,Lifou,Oceania,New Caledonia,LIF,-20.766667,167.25
